entry_id,entry_type,subsystem,surface,trigger_or_path,handler_or_component,code_evidence,coverage_note,updated_at
API-102,fastapi_route,Backend API,admin,POST /api/admin/users/{tg_id}/keys/{node_code}/reset-traffic,admin_user_key_reset_traffic,portal_bot/api.py:11809,Route inventory row generated; map to canonical story/test.,2026-06-27
API-103,fastapi_route,Backend API,admin,POST /api/admin/users/{tg_id}/keys/{node_code}/resync-subid,admin_user_key_resync_subid,portal_bot/api.py:11851,Route inventory row generated; map to canonical story/test.,2026-06-27
API-104,fastapi_route,Backend API,admin,GET /api/admin/users/{tg_id}/key-history,admin_user_key_history,portal_bot/api.py:11905,Route inventory row generated; map to canonical story/test.,2026-06-27
API-105,fastapi_route,Backend API,admin,GET /api/admin/users/{tg_id}/key-limits,admin_user_key_limits_get,portal_bot/api.py:11936,Route inventory row generated; map to canonical story/test.,2026-06-27
API-106,fastapi_route,Backend API,admin,PUT /api/admin/users/{tg_id}/key-limits/{node_code},admin_user_key_limits_put,portal_bot/api.py:11952,Route inventory row generated; map to canonical story/test.,2026-06-27
API-107,fastapi_route,Backend API,admin,GET /api/admin/users/{tg_id}/risk,admin_user_risk_get,portal_bot/api.py:12029,Route inventory row generated; map to canonical story/test.,2026-06-27
API-108,fastapi_route,Backend API,admin,GET /api/admin/users/{tg_id}/loyalty,admin_user_loyalty_get,portal_bot/api.py:12049,Route inventory row generated; map to canonical story/test.,2026-06-27
API-109,fastapi_route,Backend API,admin,POST /api/admin/users/{tg_id}/loyalty/grant,admin_user_loyalty_grant,portal_bot/api.py:12062,Route inventory row generated; map to canonical story/test.,2026-06-27
API-110,fastapi_route,Backend API,admin,POST /api/admin/users/{tg_id}/presets/run,admin_user_preset_run,portal_bot/api.py:12110,Route inventory row generated; map to canonical story/test.,2026-06-27
API-111,fastapi_route,Backend API,admin,POST /api/admin/users/keys/bulk-action,admin_users_keys_bulk_action,portal_bot/api.py:12228,Route inventory row generated; map to canonical story/test.,2026-06-27
API-112,fastapi_route,Backend API,admin,GET /api/admin/audit,admin_audit_log,portal_bot/api.py:12331,Route inventory row generated; map to canonical story/test.,2026-06-27
API-113,fastapi_route,Backend API,admin,POST /api/admin/users/{tg_id}/message,admin_user_message,portal_bot/api.py:12371,Route inventory row generated; map to canonical story/test.,2026-06-27
API-114,fastapi_route,Backend API,admin,POST /api/admin/broadcast,admin_broadcast,portal_bot/api.py:12386,Route inventory row generated; map to canonical story/test.,2026-06-27
API-115,fastapi_route,Backend API,admin,GET /api/admin/promos,admin_promos,portal_bot/api.py:12435,Route inventory row generated; map to canonical story/test.,2026-06-27
API-116,fastapi_route,Backend API,admin,POST /api/admin/promos,admin_promos_create,portal_bot/api.py:12466,Route inventory row generated; map to canonical story/test.,2026-06-27
API-117,fastapi_route,Backend API,admin,PATCH /api/admin/promos/{code},admin_promos_update,portal_bot/api.py:12494,Route inventory row generated; map to canonical story/test.,2026-06-27
API-118,fastapi_route,Backend API,admin,DELETE /api/admin/promos/{code},admin_promos_delete,portal_bot/api.py:12533,Route inventory row generated; map to canonical story/test.,2026-06-27
API-119,fastapi_route,Backend API,admin,GET /api/admin/plans,admin_plans,portal_bot/api.py:12550,Route inventory row generated; map to canonical story/test.,2026-06-27
API-120,fastapi_route,Backend API,admin,POST /api/admin/plans,admin_plans_create,portal_bot/api.py:12561,Route inventory row generated; map to canonical story/test.,2026-06-27
API-121,fastapi_route,Backend API,admin,PATCH /api/admin/plans/{code},admin_plans_update,portal_bot/api.py:12593,Route inventory row generated; map to canonical story/test.,2026-06-27
API-122,fastapi_route,Backend API,admin,DELETE /api/admin/plans/{code},admin_plans_delete,portal_bot/api.py:12628,Route inventory row generated; map to canonical story/test.,2026-06-27
API-123,fastapi_route,Backend API,admin,GET /api/admin/live-updates,admin_live_updates,portal_bot/api.py:12645,Route inventory row generated; map to canonical story/test.,2026-06-27
API-124,fastapi_route,Backend API,admin,POST /api/admin/live-updates,admin_live_updates_create,portal_bot/api.py:12681,Route inventory row generated; map to canonical story/test.,2026-06-27
API-125,fastapi_route,Backend API,admin,PATCH /api/admin/live-updates/{update_id},admin_live_updates_update,portal_bot/api.py:12720,Route inventory row generated; map to canonical story/test.,2026-06-27
API-126,fastapi_route,Backend API,admin,DELETE /api/admin/live-updates/{update_id},admin_live_updates_delete,portal_bot/api.py:12759,Route inventory row generated; map to canonical story/test.,2026-06-27
API-127,fastapi_route,Backend API,admin,GET /api/admin/start-links,admin_start_links,portal_bot/api.py:12775,Route inventory row generated; map to canonical story/test.,2026-06-27
API-128,fastapi_route,Backend API,admin,POST /api/admin/start-links,admin_start_links_create,portal_bot/api.py:12804,Route inventory row generated; map to canonical story/test.,2026-06-27
API-129,fastapi_route,Backend API,admin,PATCH /api/admin/start-links/{link_id},admin_start_links_update,portal_bot/api.py:12834,Route inventory row generated; map to canonical story/test.,2026-06-27
API-130,fastapi_route,Backend API,admin,DELETE /api/admin/start-links/{link_id},admin_start_links_delete,portal_bot/api.py:12866,Route inventory row generated; map to canonical story/test.,2026-06-27
API-131,fastapi_route,Backend API,admin,GET /api/admin/wheel-config,admin_wheel_config_get,portal_bot/api.py:12883,Route inventory row generated; map to canonical story/test.,2026-06-27
API-132,fastapi_route,Backend API,admin,PUT /api/admin/wheel-config,admin_wheel_config_put,portal_bot/api.py:12894,Route inventory row generated; map to canonical story/test.,2026-06-27
API-133,fastapi_route,Backend API,admin,GET /api/admin/network-rollout-config,admin_network_rollout_config_get,portal_bot/api.py:12912,Route inventory row generated; map to canonical story/test.,2026-06-27
API-134,fastapi_route,Backend API,admin,PUT /api/admin/network-rollout-config,admin_network_rollout_config_put,portal_bot/api.py:12922,Route inventory row generated; map to canonical story/test.,2026-06-27
API-135,fastapi_route,Backend API,admin,PUT /api/admin/client/warp/material,admin_client_warp_material_put,portal_bot/api.py:12943,Route inventory row generated; map to canonical story/test.,2026-06-27
API-136,fastapi_route,Backend API,admin,GET /api/admin/client/warp/summary,admin_client_warp_summary,portal_bot/api.py:13080,Route inventory row generated; map to canonical story/test.,2026-06-27
API-137,fastapi_route,Backend API,admin,GET /api/admin/promo-slots,admin_promo_slots_get,portal_bot/api.py:13090,Route inventory row generated; map to canonical story/test.,2026-06-27
API-138,fastapi_route,Backend API,admin,PUT /api/admin/promo-slots,admin_promo_slots_put,portal_bot/api.py:13116,Route inventory row generated; map to canonical story/test.,2026-06-27
API-139,fastapi_route,Backend API,admin,POST /api/admin/campaign-links/build,admin_campaign_links_build,portal_bot/api.py:13135,Route inventory row generated; map to canonical story/test.,2026-06-27
API-140,fastapi_route,Backend API,admin,GET /api/admin/referrals/pending,admin_referrals_pending,portal_bot/api.py:13188,Route inventory row generated; map to canonical story/test.,2026-06-27
API-141,fastapi_route,Backend API,admin,POST /api/admin/referrals/process,admin_referrals_process,portal_bot/api.py:13222,Route inventory row generated; map to canonical story/test.,2026-06-27
API-142,fastapi_route,Backend API,admin,GET /api/admin/loyalty-config,admin_loyalty_config_get,portal_bot/api.py:13234,Route inventory row generated; map to canonical story/test.,2026-06-27
API-143,fastapi_route,Backend API,admin,PUT /api/admin/loyalty-config,admin_loyalty_config_put,portal_bot/api.py:13244,Route inventory row generated; map to canonical story/test.,2026-06-27
API-144,fastapi_route,Backend API,admin,GET /api/admin/campaigns,admin_campaigns_get,portal_bot/api.py:13258,Route inventory row generated; map to canonical story/test.,2026-06-27
API-145,fastapi_route,Backend API,admin,POST /api/admin/campaigns,admin_campaigns_create,portal_bot/api.py:13295,Route inventory row generated; map to canonical story/test.,2026-06-27
API-146,fastapi_route,Backend API,admin,PATCH /api/admin/campaigns/{campaign_id},admin_campaigns_patch,portal_bot/api.py:13334,Route inventory row generated; map to canonical story/test.,2026-06-27
API-147,fastapi_route,Backend API,admin,DELETE /api/admin/campaigns/{campaign_id},admin_campaigns_delete,portal_bot/api.py:13372,Route inventory row generated; map to canonical story/test.,2026-06-27
API-148,fastapi_route,Backend API,admin,GET /api/admin/templates,admin_templates,portal_bot/api.py:13389,Route inventory row generated; map to canonical story/test.,2026-06-27
API-149,fastapi_route,Backend API,admin,POST /api/admin/templates,admin_templates_create,portal_bot/api.py:13406,Route inventory row generated; map to canonical story/test.,2026-06-27
API-150,fastapi_route,Backend API,admin,PATCH /api/admin/templates/{key},admin_templates_update,portal_bot/api.py:13425,Route inventory row generated; map to canonical story/test.,2026-06-27
API-151,fastapi_route,Backend API,admin,DELETE /api/admin/templates/{key},admin_templates_delete,portal_bot/api.py:13451,Route inventory row generated; map to canonical story/test.,2026-06-27
API-152,fastapi_route,Backend API,admin,GET /api/admin/gift-codes,admin_gift_codes,portal_bot/api.py:13468,Route inventory row generated; map to canonical story/test.,2026-06-27
API-153,fastapi_route,Backend API,admin,POST /api/admin/access-keys/issue,admin_access_keys_issue,portal_bot/api.py:13494,Route inventory row generated; map to canonical story/test.,2026-06-27
API-154,fastapi_route,Backend API,admin,POST /api/admin/gift-codes,admin_gift_codes_create,portal_bot/api.py:13533,Route inventory row generated; map to canonical story/test.,2026-06-27
API-155,fastapi_route,Backend API,admin,GET /api/admin/tickets,admin_tickets,portal_bot/api.py:13560,Route inventory row generated; map to canonical story/test.,2026-06-27
API-156,fastapi_route,Backend API,admin,POST /api/admin/tickets/{ticket_id}/reply,admin_ticket_reply,portal_bot/api.py:13582,Route inventory row generated; map to canonical story/test.,2026-06-27
API-157,fastapi_route,Backend API,admin,POST /api/admin/tickets/{ticket_id}/status,admin_ticket_status,portal_bot/api.py:13611,Route inventory row generated; map to canonical story/test.,2026-06-27
API-158,fastapi_route,Backend API,admin,GET /api/admin/nodes/health,admin_nodes_health,portal_bot/api.py:13634,Route inventory row generated; map to canonical story/test.,2026-06-27
API-159,fastapi_route,Backend API,admin,GET /api/admin/nodes/runtime,admin_nodes_runtime,portal_bot/api.py:13690,Route inventory row generated; map to canonical story/test.,2026-06-27
API-160,fastapi_route,Backend API,admin,GET /api/admin/nodes/drift,admin_nodes_drift,portal_bot/api.py:13718,Route inventory row generated; map to canonical story/test.,2026-06-27
API-161,fastapi_route,Backend API,admin,POST /api/admin/nodes/sync,admin_nodes_sync,portal_bot/api.py:13731,Route inventory row generated; map to canonical story/test.,2026-06-27
API-162,fastapi_route,Backend API,admin,POST /api/admin/nodes/{node_code}/drain,admin_node_drain,portal_bot/api.py:13775,Route inventory row generated; map to canonical story/test.,2026-06-27
API-163,fastapi_route,Backend API,admin,POST /api/admin/nodes/{node_code}/enable,admin_node_enable,portal_bot/api.py:13803,Route inventory row generated; map to canonical story/test.,2026-06-27
API-164,fastapi_route,Backend API,admin,POST /api/admin/nodes/{node_code}/disable,admin_node_disable,portal_bot/api.py:13831,Route inventory row generated; map to canonical story/test.,2026-06-27
API-165,fastapi_route,Backend API,admin,POST /api/admin/nodes/{node_code}/resync,admin_node_resync,portal_bot/api.py:13865,Route inventory row generated; map to canonical story/test.,2026-06-27
TG-HANDLER-001,aiogram_handler,Telegram bots,Main Telegram bot,router.callback_query(F.data == 'noop'),noop,portal_bot\bot.py:2725,Detailed story coverage lives in pokrov-telegram-bot-user-stories.xlsx and this handler inventory.,2026-06-27
TG-HANDLER-002,aiogram_handler,Telegram bots,Main Telegram bot,router.message(CommandStart()),cmd_start,portal_bot\bot.py:3540,Detailed story coverage lives in pokrov-telegram-bot-user-stories.xlsx and this handler inventory.,2026-06-27
